<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.04	505.17	517.38	494.04	507.95	47618	0	31
2025.04.07	482.61	539.11	481.72	512.99	53650	0	31
2025.04.08	541.77	547.03	502.47	508.96	40486	0	31
2025.04.09	505.87	587.69	501.94	586.05	46670	0	31
2025.04.10	576.17	580.74	535.00	546.92	41938	0	31
2025.04.11	537.16	546.91	528.57	542.96	28682	0	31
2025.04.14	556.34	557.05	527.93	531.72	25350	0	30
2025.04.15	531.08	537.56	517.34	521.88	21498	0	30
2025.04.16	509.34	513.00	495.42	502.61	26224	0	31
2025.04.17	503.37	507.05	497.84	501.08	25103	0	31
2025.04.21	489.51	493.23	479.65	485.08	19525	0	31
2025.04.22	491.73	506.61	486.06	499.81	21938	0	31
2025.04.23	529.42	535.03	516.31	520.55	28284	0	30
2025.04.24	517.77	533.58	517.44	533.58	18666	0	31
2025.04.25	543.56	549.58	535.94	547.03	24302	0	31
2025.04.28	557.06	558.02	540.34	550.20	21929	0	31
2025.04.29	544.54	556.34	544.16	554.69	18907	0	30
2025.04.30	534.60	546.42	529.38	545.70	24771	0	31
2025.05.01	588.65	592.42	570.34	575.21	26838	0	31
2025.05.02	582.59	604.07	578.20	597.44	26536	0	31
2025.05.05	591.02	602.96	587.84	598.32	20950	0	31
2025.05.06	593.18	595.70	586.35	587.47	23774	0	31
2025.05.07	588.13	602.74	586.51	596.36	26946	0	31
2025.05.08	606.28	610.94	596.37	598.45	24540	0	31
2025.05.09	603.56	606.72	591.50	593.84	19911	0	31
2025.05.12	629.94	640.16	620.84	640.03	24319	0	31
2025.05.13	644.49	660.67	642.44	656.64	20938	0	31
2025.05.14	661.18	662.37	654.15	658.81	19051	0	31
2025.05.15	652.43	657.13	638.14	643.39	20828	0	31
2025.05.16	634.23	640.22	625.94	639.86	24530	0	31
2025.05.19	628.91	642.74	628.91	639.75	15786	0	30
2025.05.20	636.41	639.06	632.04	636.00	12897	0	31
2025.05.21	633.97	646.34	629.89	634.88	23073	0	31
2025.05.22	634.09	642.98	630.09	637.69	16660	0	31
2025.05.23	621.98	632.26	621.94	626.88	19109	0	31
2025.05.27	635.54	642.83	630.36	641.40	13015	0	31
2025.05.28	647.85	650.66	642.60	642.91	12934	0	31
2025.05.29	651.15	653.08	638.25	643.95	16191	0	31
2025.05.30	640.52	647.55	632.57	645.47	18864	0	30
2025.06.02	644.86	673.09	644.06	670.38	22375	0	31
2025.06.03	673.67	675.27	664.84	666.64	14198	0	31
2025.06.04	668.82	687.71	668.04	684.86	21072	0	31
2025.06.05	688.80	694.10	681.85	684.92	20540	0	31
2025.06.06	695.67	702.39	691.53	697.93	19319	0	31
2025.06.09	698.84	704.82	694.50	694.50	13930	0	31
2025.06.10	698.64	702.76	690.98	700.86	15470	0	31
2025.06.11	706.63	707.13	691.52	692.72	17985	0	31
2025.06.12	692.18	695.11	686.84	692.32	13443	0	31
2025.06.13	690.18	694.23	680.84	681.66	19136	0	31
2025.06.16	700.86	706.80	693.35	700.99	19363	0	31
2025.06.17	702.89	705.65	695.97	696.99	15128	0	31
2025.06.18	697.90	701.31	694.14	694.99	15693	0	31
2025.06.20	699.30	701.53	678.39	678.39	22673	0	31
2025.06.23	679.61	698.83	677.92	698.04	21351	0	31
2025.06.24	704.79	712.97	701.88	712.12	16807	0	31
2025.06.25	715.37	716.27	705.25	708.10	13729	0	31
2025.06.26	714.60	728.04	710.84	725.73	18224	0	31
2025.06.27	728.95	735.08	725.64	732.40	18041	0	31
2025.06.30	740.85	747.75	734.07	739.33	18324	0	31
2025.07.01	734.86	736.87	715.14	719.31	20118	0	30
2025.07.02	716.11	719.90	712.61	712.77	14220	0	31
2025.07.03	726.33	728.83	714.23	717.71	13587	0	31
2025.07.07	715.93	726.83	712.84	717.12	15060	0	31
2025.07.08	721.52	722.44	714.62	719.28	13058	0	31
2025.07.09	726.72	737.30	722.59	731.99	18339	0	31
2025.07.10	734.49	734.88	719.36	726.71	15216	0	31
2025.07.11	724.40	724.86	709.47	716.93	15494	0	31
2025.07.14	717.56	727.63	716.97	720.20	14222	0	31
2025.07.15	722.28	723.81	711.52	711.56	17660	0	31
2025.07.16	712.81	713.11	699.12	702.36	19854	0	31
2025.07.17	704.33	704.97	696.86	700.66	16014	0	31
2025.07.18	698.64	704.27	691.43	704.25	18895	0	31
2025.07.21	708.64	716.77	706.86	712.03	14527	0	31
2025.07.22	713.99	714.25	701.15	704.94	13908	0	31
2025.07.23	708.12	714.27	704.75	712.80	13959	0	31
2025.07.24	719.56	723.17	713.84	716.10	16921	0	31
2025.07.25	715.11	720.40	711.65	712.41	16262	0	31
2025.07.28	716.36	724.28	712.37	716.59	15583	0	31
2025.07.29	723.42	723.83	702.84	703.02	17004	0	31
2025.07.30	704.41	704.57	690.84	694.63	22405	0	31
2025.07.31	770.86	784.33	765.34	770.57	31844	0	31
2025.08.01	762.93	765.43	745.09	749.80	29442	0	31
2025.08.04	761.11	776.64	759.43	774.99	19965	0	31
2025.08.05	776.64	782.72	762.85	764.61	16697	0	31
2025.08.06	769.14	773.33	760.12	770.48	16587	0	31
2025.08.07	771.84	774.70	759.52	761.25	17477	0	31
2025.08.08	764.94	769.51	758.26	768.77	15004	0	31
2025.08.11	769.63	773.17	764.14	764.86	11660	0	31
2025.08.12	775.84	793.39	772.02	789.74	19618	0	31
2025.08.13	794.53	794.55	777.92	779.61	15526	0	31
2025.08.14	775.79	787.45	772.34	782.79	13664	0	31
2025.08.15	780.79	795.94	780.39	785.54	19212	0	30
2025.08.18	771.05	771.37	756.50	767.99	18100	0	31
2025.08.19	765.91	766.30	749.03	751.13	17101	0	31
2025.08.20	749.19	749.36	730.71	748.91	18159	0	31
2025.08.21	740.38	743.48	732.90	738.64	13856	0	31
2025.08.22	734.86	756.51	733.59	754.64	15825	0	31
2025.08.25	755.84	757.98	749.98	753.99	11198	0	31
2025.08.26	749.53	754.54	747.78	751.91	10319	0	32
2025.08.27	751.83	753.75	742.61	747.13	12256	0	31
2025.08.28	741.64	752.82	741.64	750.35	11932	0	32
2025.08.29	743.64	746.87	735.16	737.54	16712	0	31
2025.09.02	723.03	735.04	721.54	734.99	16037	0	33
2025.09.03	738.61	739.94	733.78	735.91	14728	0	31
2025.09.04	751.39	760.36	745.65	747.84	15801	0	32
2025.09.05	754.42	757.66	744.84	750.88	16600	0	32
2025.09.08	756.25	766.29	754.52	754.54	13752	0	31
2025.09.09	755.18	766.01	753.06	764.72	17188	0	31
2025.09.10	763.56	763.56	750.87	751.71	16272	0	31
2025.09.11	753.68	756.77	748.28	751.23	13824	0	31
