<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.01.12	99.05	99.93	97.52	99.46	7816	0	0
2016.01.13	100.32	100.51	95.20	95.45	9287	0	0
2016.01.14	95.48	98.82	92.44	98.35	11010	0	0
2016.01.15	93.77	96.33	93.51	94.90	11003	0	0
2016.01.19	96.42	97.38	93.90	95.44	9028	0	0
2016.01.20	92.75	94.95	89.35	94.74	14508	0	0
2016.01.21	94.83	95.96	92.60	94.60	10909	0	0
2016.01.22	96.35	98.05	95.47	97.84	7113	0	0
2016.01.25	98.39	99.45	97.03	97.26	7861	0	0
2016.01.26	97.59	97.85	95.64	97.16	7335	0	0
2016.01.27	97.53	97.76	94.21	94.52	8688	0	0
2016.01.28	107.15	110.30	104.80	108.95	11885	0	0
2016.01.29	109.03	112.81	108.80	111.94	7638	0	0
2016.02.01	112.30	115.69	111.99	114.93	7872	0	0
2016.02.02	114.60	117.55	113.18	114.62	10748	0	0
2016.02.03	115.16	115.26	109.76	112.93	14103	0	0
2016.02.04	111.78	111.78	109.22	110.57	11748	0	0
2016.02.05	109.34	109.50	103.16	103.55	14593	0	0
2016.02.08	100.33	102.63	97.45	100.20	15631	0	0
2016.02.09	97.14	102.34	96.80	99.56	13643	0	0
2016.02.10	101.51	103.19	100.21	100.94	10805	0	0
2016.02.11	99.50	102.54	98.86	101.94	11639	0	0
2016.02.12	103.56	104.21	101.07	101.97	8115	0	0
2016.02.16	103.69	103.86	100.22	101.68	7607	0	0
2016.02.17	102.02	105.69	100.38	105.17	7657	0	0
2016.02.18	105.72	105.94	103.00	103.33	7132	0	0
2016.02.19	102.52	104.99	102.03	104.49	6637	0	0
2016.02.22	105.50	108.22	105.32	107.05	6333	0	0
2016.02.23	106.85	107.44	105.15	105.40	5692	0	0
2016.02.24	104.02	106.89	102.72	106.74	7661	0	0
2016.02.25	106.93	107.92	105.59	107.91	6724	0	0
2016.02.26	108.77	109.38	107.14	107.96	6204	0	0
2016.02.29	107.60	108.88	106.74	107.15	6100	0	0
2016.03.01	107.85	109.76	107.58	109.51	5153	0	0
2016.03.02	109.66	110.52	108.75	109.91	6355	0	0
2016.03.03	110.20	110.28	108.52	109.40	5123	0	0
2016.03.04	109.79	109.87	107.91	108.35	5748	0	0
2016.03.07	107.93	107.93	104.70	105.53	5920	0	0
2016.03.08	104.74	107.33	104.37	105.83	7287	0	0
2016.03.09	106.71	107.44	105.46	107.40	6101	0	0
2016.03.10	107.85	108.63	105.74	107.31	7688	0	0
2016.03.11	108.22	109.38	107.89	109.25	4157	0	0
2016.03.14	109.14	110.29	108.73	109.88	4460	0	0
2016.03.15	109.12	110.79	108.83	110.53	4223	0	0
2016.03.16	110.46	112.46	110.08	112.09	5548	0	0
2016.03.17	112.11	112.66	110.70	111.08	5440	0	0
2016.03.18	111.35	112.39	110.25	111.18	5466	0	0
2016.03.21	111.58	112.32	111.00	111.68	4548	0	0
2016.03.22	111.24	112.85	111.15	112.10	4726	0	0
2016.03.23	111.99	113.16	111.98	112.52	4602	0	0
2016.03.24	112.06	113.05	111.66	113.02	4300	0	0
2016.03.28	113.28	114.53	112.94	113.69	4741	0	0
2016.03.29	113.78	116.17	113.62	116.14	4574	0	0
2016.03.30	116.89	116.90	114.33	114.75	4945	0	0
2016.03.31	114.66	114.97	113.74	114.26	4217	0	0
2016.04.01	113.54	116.13	113.33	116.02	4828	0	0
2016.04.04	114.38	114.50	111.59	112.26	6004	0	0
2016.04.05	112.05	113.29	111.88	112.43	5028	0	0
2016.04.06	112.40	113.78	112.35	113.61	4330	0	0
2016.04.07	113.77	114.75	113.04	113.75	5037	0	0
2016.04.08	114.20	114.27	109.87	110.44	6244	0	0
2016.04.11	110.63	110.90	108.75	109.14	6966	0	0
2016.04.12	109.36	111.14	108.97	110.68	5570	0	0
2016.04.13	112.22	112.62	106.49	109.37	10519	0	0
2016.04.14	110.64	112.00	110.24	110.75	5055	0	0
2016.04.15	110.76	110.89	109.20	109.56	4625	0	0
2016.04.18	109.64	110.77	109.15	110.48	4831	0	0
2016.04.19	111.06	112.42	109.13	112.20	6668	0	0
2016.04.20	112.36	113.23	111.54	112.45	5240	0	0
2016.04.21	112.56	114.00	112.30	113.28	4828	0	0
2016.04.22	111.33	111.69	109.00	110.53	6431	0	0
2016.04.25	109.84	110.62	109.04	109.71	4880	0	0
2016.04.26	110.45	110.50	108.13	108.61	4829	0	0
2016.04.27	107.77	108.63	106.29	108.55	5992	0	0
2016.04.28	119.51	120.73	116.21	116.55	9860	0	0
2016.04.29	116.75	117.77	115.81	117.62	7107	0	0
2016.05.02	117.80	118.70	116.54	118.60	5832	0	0
2016.05.03	117.48	118.13	117.00	117.58	5777	0	0
2016.05.04	116.66	118.26	116.62	118.09	5644	0	0
2016.05.05	117.99	118.94	117.22	117.64	5387	0	0
2016.05.06	117.10	119.61	117.08	119.26	5254	0	0
2016.05.09	119.47	120.24	118.88	119.23	5456	0	0
2016.05.10	119.50	120.47	118.97	120.46	4273	0	0
2016.05.11	120.39	121.04	119.40	119.55	5092	0	0
2016.05.12	119.92	120.81	118.88	120.25	5112	0	0
2016.05.13	120.31	120.60	119.66	119.82	5230	0	0
2016.05.16	119.49	119.52	117.33	118.54	4975	0	0
2016.05.17	118.76	118.96	117.20	117.27	4903	0	0
2016.05.18	116.83	118.24	116.70	117.39	5714	0	0
2016.05.19	117.02	117.44	115.86	116.85	5345	0	0
2016.05.20	116.98	117.96	116.93	117.36	3525	0	0
2016.05.23	117.34	117.56	115.93	115.93	3037	0	0
2016.05.24	116.26	117.69	116.09	117.68	3350	0	0
2016.05.25	118.07	118.63	117.35	117.74	3969	0	0
2016.05.26	118.15	119.73	117.89	119.39	3570	0	0
2016.05.27	119.41	119.81	118.99	119.39	3275	0	0
2016.05.31	119.43	120.05	118.10	118.92	4060	0	0
2016.06.01	118.45	119.05	117.78	118.71	4029	0	0
2016.06.02	118.64	119.38	118.19	118.89	3903	0	0
2016.06.03	118.70	118.81	117.84	118.47	3689	0	0
2016.06.06	118.61	119.40	118.34	118.87	3216	0	0
2016.06.07	119.04	119.21	117.68	117.69	3371	0	0
2016.06.08	117.85	118.57	117.24	118.30	3524	0	0
2016.06.09	118.00	118.65	117.68	118.50	3530	0	0
2016.06.10	117.71	118.07	116.24	116.49	3505	0	0
2016.06.13	114.65	115.34	113.28	113.93	5284	0	0
2016.06.14	114.01	114.91	113.56	114.73	4450	0	0
2016.06.15	115.19	115.41	114.06	114.30	4291	0	0
2016.06.16	114.73	114.73	112.92	114.39	4160	0	0
2016.06.17	114.33	114.37	112.54	112.89	4133	0	0
2016.06.20	113.72	114.69	112.73	113.19	3569	0	0
2016.06.21	114.06	115.19	113.93	114.38	4221	0	0
2016.06.22	114.55	114.71	113.60	113.76	3758	0	0
2016.06.23	114.41	114.97	113.52	114.92	3461	0	0
2016.06.24	111.07	113.62	110.96	112.79	7497	0	0
2016.06.27	111.35	111.35	108.20	108.89	6665	0	0
2016.06.28	110.45	112.65	110.40	112.62	4680	0	0
2016.06.29	113.11	114.22	112.99	114.12	3566	0	0
2016.06.30	114.62	115.14	113.65	114.14	4487	0	0
2016.07.01	114.17	115.09	113.79	114.14	2987	0	0
2016.07.05	113.87	114.07	112.97	113.96	3686	0	0
2016.07.06	113.18	116.56	112.95	116.56	4233	0	0
2016.07.07	116.62	116.93	115.34	115.77	3878	0	0
2016.07.08	116.35	117.47	115.83	117.18	2854	0	0
2016.07.11	117.44	118.66	117.38	117.83	2950	0	0
2016.07.12	118.63	118.68	117.55	117.84	3143	0	0
2016.07.13	118.27	118.27	116.67	116.77	3451	0	0
2016.07.14	117.43	117.60	116.68	117.31	2968	0	0
2016.07.15	117.75	118.25	116.56	116.86	3168	0	0
2016.07.18	117.24	119.58	116.86	119.44	2629	0	0
2016.07.19	118.89	120.82	118.64	120.62	3503	0	0
2016.07.20	121.13	122.17	120.55	121.93	2837	0	0
2016.07.21	121.92	122.05	120.23	120.55	3245	0	0
2016.07.22	119.83	120.97	119.29	120.85	3168	0	0
2016.07.25	121.33	121.82	120.37	121.49	4070	0	0
2016.07.26	121.89	121.93	120.73	121.12	3496	0	0
2016.07.27	122.40	123.47	121.49	123.01	4027	0	0
2016.07.28	127.53	128.29	123.61	124.83	8842	0	0
2016.07.29	124.60	125.81	123.69	123.98	5066	0	0
2016.08.01	123.83	124.54	122.85	124.24	4490	0	0
2016.08.02	124.10	124.76	122.05	123.12	5242	0	0
2016.08.03	123.07	123.88	122.29	122.42	4355	0	0
2016.08.04	122.88	124.76	122.49	124.42	3902	0	0
2016.08.05	124.90	125.81	124.58	125.09	3349	0	0
2016.08.08	125.23	125.39	124.53	125.19	2841	0	0
2016.08.09	125.31	126.06	124.49	125.03	3970	0	0
2016.08.10	125.04	125.44	124.51	124.75	2805	0	0
2016.08.11	125.18	125.35	124.73	124.96	2581	0	0
2016.08.12	124.78	124.97	124.16	124.85	2449	0	0
2016.08.15	124.84	124.84	123.68	123.80	2642	0	0
2016.08.16	123.41	123.88	122.78	123.52	3602	0	0
2016.08.17	123.66	124.29	122.83	124.23	3527	0	0
2016.08.18	123.98	124.23	123.62	123.79	2427	0	0
2016.08.19	123.55	124.13	123.26	123.54	2896	0	0
2016.08.22	123.31	124.80	123.09	124.11	3484	0	0
2016.08.23	124.48	125.06	124.23	124.39	2801	0	0
2016.08.24	124.43	124.65	123.07	123.25	2960	0	0
2016.08.25	123.09	124.35	123.07	123.95	3027	0	0
2016.08.26	124.02	125.15	123.90	124.87	4117	0	0
2016.08.29	124.73	126.70	124.73	126.59	2644	0	0
2016.08.30	126.49	126.55	125.12	125.73	3655	0	0
2016.08.31	125.52	126.19	125.08	126.14	3546	0	0
2016.09.01	126.27	126.60	125.58	126.29	3624	0	0
2016.09.02	126.76	126.81	125.98	126.42	2916	0	0
2016.09.06	126.65	129.91	126.44	129.70	3726	0	0
2016.09.07	129.94	131.94	129.93	130.88	4774	0	0
2016.09.08	130.86	131.04	129.79	130.12	3568	0	0
2016.09.09	129.63	129.89	127.28	127.32	5214	0	0
2016.09.12	125.84	128.70	125.68	128.60	5424	0	0
2016.09.13	128.00	128.26	126.61	127.57	6052	0	0
2016.09.14	126.89	128.74	126.80	127.68	4896	0	0
2016.09.15	127.93	129.05	127.63	128.29	4457	0	0
2016.09.16	128.17	129.13	128.16	128.91	4074	0	0
2016.09.19	129.80	129.84	128.22	128.62	4210	0	0
2016.09.20	128.96	129.12	127.99	128.67	3644	0	0
2016.09.21	129.10	129.95	128.35	129.91	4448	0	0
2016.09.22	130.49	130.67	129.86	130.04	3302	0	0
2016.09.23	127.50	128.55	127.27	127.94	4446	0	0
2016.09.26	127.42	128.11	126.76	127.33	3509	0	0
2016.09.27	127.58	128.95	127.37	128.69	3597	0	0
2016.09.28	129.13	129.38	128.36	129.26	3670	0	0
2016.09.29	129.19	129.21	127.50	128.11	4504	0	0
2016.09.30	128.07	128.54	127.40	128.49	3610	0	0
2016.10.03	128.33	129.01	127.76	128.68	3445	0	0
2016.10.04	129.10	129.17	127.49	128.09	4179	0	0
2016.10.05	128.33	128.74	127.78	128.33	3016	0	0
2016.10.06	128.36	128.99	128.00	128.72	3110	0	0
2016.10.07	128.81	129.18	128.28	128.94	3545	0	0
2016.10.10	129.57	130.65	129.15	130.15	2860	0	0
2016.10.11	130.21	130.58	128.18	128.87	4369	0	0
2016.10.12	128.99	129.61	128.42	129.06	3691	0	0
2016.10.13	128.11	128.21	126.71	127.68	4126	0	0
2016.10.14	128.22	128.90	127.53	127.94	3437	0	0
2016.10.17	128.13	128.42	127.27	127.50	3259	0	0
2016.10.18	128.68	129.34	127.97	128.66	2816	0	0
2016.10.19	128.66	130.39	128.56	130.16	2867	0	0
2016.10.20	130.00	130.61	129.48	130.13	3695	0	0
2016.10.21	129.74	132.05	129.57	132.01	3049	0	0
2016.10.24	132.79	133.35	132.11	133.17	3142	0	0
2016.10.25	133.32	133.34	132.18	132.24	2851	0	0
2016.10.26	131.86	132.21	130.89	130.95	3274	0	0
2016.10.27	131.64	131.74	129.23	129.42	3691	0	0
2016.10.28	130.42	132.92	129.88	131.07	5479	0	0
2016.10.31	132.00	132.04	130.84	131.10	3472	0	0
2016.11.01	131.42	131.87	128.60	129.52	4657	0	0
2016.11.02	129.91	129.99	126.23	126.70	6207	0	0
2016.11.03	121.65	122.87	119.46	119.64	8947	0	0
2016.11.04	119.23	121.87	119.23	120.84	5622	0	0
2016.11.07	122.87	123.03	121.27	122.11	3531	0	0
2016.11.08	121.96	124.49	121.46	123.92	4065	0	0
2016.11.09	121.12	123.71	120.42	123.07	8191	0	0
2016.11.10	124.01	124.01	115.20	120.67	14350	0	0
2016.11.11	119.43	120.59	118.07	118.97	8592	0	0
2016.11.14	118.92	118.92	113.47	114.91	9846	0	0
2016.11.15	116.06	118.40	115.72	117.45	6551	0	0
2016.11.16	114.36	117.78	114.23	116.05	7029	0	0
2016.11.17	116.68	117.65	115.93	117.64	4872	0	0
2016.11.18	118.31	119.03	116.76	117.02	4148	0	0
2016.11.21	118.14	121.82	117.71	121.66	4981	0	0
2016.11.22	122.23	122.83	120.77	121.48	4578	0	0
2016.11.23	121.08	121.13	119.82	120.52	3841	0	0
2016.11.25	120.89	121.01	119.94	120.24	2231	0	0
2016.11.28	119.91	121.66	119.69	120.31	4508	0	0
2016.11.29	120.50	121.99	120.32	120.79	4375	0	0
2016.11.30	120.32	121.01	117.86	118.47	5358	0	0
2016.12.01	118.16	118.19	113.92	114.88	6907	0	0
2016.12.02	115.11	116.37	114.21	115.41	5613	0	0
2016.12.05	115.56	117.47	114.98	117.34	5254	0	0
2016.12.06	117.54	117.70	116.24	117.07	4728	0	0
2016.12.07	116.91	117.79	116.49	117.66	5069	0	0
2016.12.08	117.60	119.41	117.55	118.70	4842	0	0
2016.12.09	118.91	119.85	118.81	119.51	3709	0	0
2016.12.12	119.07	119.07	117.57	117.65	3661	0	0
2016.12.13	117.73	121.42	117.49	120.32	5154	0	0
2016.12.14	119.99	121.59	118.77	120.05	6512	0	0
2016.12.15	119.85	121.34	119.54	120.46	5312	0	0
2016.12.16	120.92	121.38	119.19	119.81	4200	0	0
2016.12.19	119.74	120.28	118.43	119.11	4183	0	0
2016.12.20	119.24	119.68	118.73	118.91	3434	0	0
2016.12.21	118.86	119.12	118.41	118.95	2983	0	0
2016.12.22	118.76	118.86	116.86	117.19	3750	0	0
2016.12.23	116.94	117.47	116.23	117.15	3447	0	0
2016.12.27	117.01	118.60	116.78	117.96	3098	0	0
2016.12.28	118.04	118.13	116.57	116.88	3512	0	0
2016.12.29	117.02	117.44	115.99	116.29	3296	0	0
2016.12.30	116.49	116.75	114.70	114.88	3586	0	0
2017.01.03	115.84	117.76	115.44	116.76	4824	0	0
2017.01.04	117.47	119.55	117.17	118.65	4016	0	0
2017.01.05	118.69	120.86	118.19	120.69	4281	0	0
2017.01.06	120.78	123.80	120.02	123.69	5242	0	0
2017.01.09	123.47	125.34	123.02	124.92	4690	0	0
2017.01.10	124.70	125.41	124.20	124.37	4246	0	0
2017.01.11	124.27	126.05	123.99	125.92	4609	0	0
2017.01.12	125.45	126.66	124.73	126.56	4881	0	0
2017.01.13	127.66	129.20	127.30	128.34	4422	0	0
2017.01.17	127.72	128.25	127.33	127.77	4019	0	0
2017.01.18	127.93	128.16	126.76	127.79	3919	0	0
2017.01.19	128.11	128.27	127.38	127.59	3207	0	0
2017.01.20	128.03	128.40	126.70	127.00	4477	0	0
2017.01.23	127.23	129.16	126.85	128.86	3647	0	0
2017.01.24	129.46	129.84	128.42	129.44	3668	0	0
2017.01.25	129.90	131.68	129.72	131.50	3262	0	0
2017.01.26	131.44	133.07	131.39	132.71	3608	0	0
2017.01.27	132.58	132.89	131.03	131.97	4003	0	0
2017.01.30	131.51	131.51	129.54	130.78	4400	0	0
2017.01.31	130.00	130.59	129.46	129.98	3618	0	0
2017.02.01	132.09	133.21	130.63	132.79	4925	0	0
2017.02.02	132.91	134.44	130.15	130.30	9838	0	0
2017.02.03	130.95	132.57	130.50	130.75	4274	0	0
2017.02.06	130.48	131.87	130.20	131.75	4218	0	0
2017.02.07	132.09	132.90	131.57	131.72	3663	0	0
2017.02.08	132.52	134.34	132.35	134.29	3576	0	0
2017.02.09	134.03	134.30	133.21	134.10	3617	0	0
2017.02.10	133.95	134.83	133.56	134.05	3137	0	0
2017.02.13	134.48	134.48	133.61	133.89	2796	0	0
2017.02.14	133.87	133.99	132.46	133.73	3529	0	0
2017.02.15	133.35	133.58	132.57	133.27	3349	0	0
2017.02.16	133.05	133.77	132.92	133.60	3287	0	0
2017.02.17	133.41	133.99	133.07	133.23	2652	0	0
2017.02.21	133.46	133.75	132.85	133.63	2753	0	0
2017.02.22	133.42	136.73	133.40	136.24	4339	0	0
2017.02.23	136.02	136.06	134.30	135.18	4006	0	0
2017.02.24	134.47	135.56	134.20	135.35	3152	0	0
2017.02.27	135.18	137.12	134.90	136.31	3665	0	0
2017.02.28	136.74	136.74	134.69	135.51	3851	0	0
2017.03.01	136.45	137.42	136.24	137.39	3450	0	0
2017.03.02	137.06	137.76	136.26	136.67	3478	0	0
2017.03.03	136.46	137.28	136.02	137.07	3559	0	0
2017.03.06	136.67	137.76	136.46	137.55	2994	0	0
2017.03.07	137.11	138.31	136.94	137.09	3546	0	0
2017.03.08	137.12	137.92	136.99	137.64	3161	0	0
2017.03.09	137.63	138.51	137.37	138.20	2946	0	0
2017.03.10	138.80	139.42	138.17	138.76	3034	0	0
2017.03.13	138.65	139.61	138.64	139.53	2522	0	0
2017.03.14	139.31	139.32	138.46	139.26	2988	0	0
2017.03.15	139.25	139.94	138.44	139.84	3435	0	0
2017.03.16	140.17	140.17	139.67	139.92	2144	0	0
2017.03.17	140.16	140.16	139.66	139.80	1842	0	0
2017.03.20	139.70	140.12	139.17	139.89	2408	0	0
2017.03.21	140.67	142.24	138.35	138.50	6452	0	0
2017.03.22	137.56	139.73	137.46	139.57	5052	0	0
2017.03.23	139.26	140.32	138.99	139.31	4219	0	0
2017.03.24	139.89	140.97	139.70	140.57	4401	0	0
2017.03.27	138.99	140.59	138.71	140.43	3716	0	0
2017.03.28	140.04	141.86	139.95	141.85	3865	0	0
2017.03.29	141.89	142.79	141.41	142.53	3538	0	0
2017.03.30	142.52	142.87	141.77	142.34	3358	0	0
2017.03.31	142.25	142.55	141.82	142.18	2539	0	0
2017.04.03	141.81	142.41	140.78	142.31	4108	0	0
2017.04.04	141.72	142.05	141.23	141.69	3231	0	0
2017.04.05	142.11	143.39	141.25	141.97	4195	0	0
2017.04.06	142.11	142.11	140.86	141.04	4445	0	0
2017.04.07	141.16	141.49	140.19	140.82	3815	0	0
2017.04.10	140.92	141.36	140.58	140.87	3523	0	0
2017.04.11	140.72	140.95	138.76	139.62	4907	0	0
2017.04.12	139.68	140.33	139.39	139.46	3983	0	0
2017.04.13	139.43	140.51	139.26	139.53	3587	0	0
2017.04.17	139.76	141.47	139.76	141.47	3292	0	0
2017.04.18	141.15	141.85	140.54	140.93	4126	0	0
2017.04.19	141.22	142.98	141.22	141.95	3743	0	0
2017.04.20	142.89	144.19	142.63	143.98	3587	0	0
2017.04.21	143.84	144.10	143.33	143.59	3050	0	0
2017.04.24	144.91	145.61	144.26	145.41	3482	0	0
2017.04.25	145.82	147.09	145.73	146.45	2865	0	0
2017.04.26	146.92	147.52	146.03	146.42	3904	0	0
2017.04.27	146.66	147.67	146.08	147.66	3109	0	0
2017.04.28	149.42	151.47	149.02	150.09	4856	0	0
2017.05.01	151.65	152.51	151.35	152.41	4151	0	0
2017.05.02	153.29	153.37	151.61	152.55	3764	0	0
2017.05.03	153.16	153.21	151.28	152.08	3742	0	0
2017.05.04	150.02	151.46	148.66	150.69	6723	0	0
2017.05.05	151.01	151.56	149.74	150.07	3609	0	0
2017.05.08	150.37	150.95	149.67	150.81	2863	0	0
2017.05.09	151.38	152.49	150.14	150.30	4100	0	0
2017.05.10	150.12	150.42	148.79	150.04	3760	0	0
2017.05.11	150.39	150.51	149.33	149.93	3516	0	0
2017.05.12	149.95	150.28	149.57	149.99	3316	0	0
2017.05.15	150.14	151.41	149.71	150.07	3434	0	0
2017.05.16	150.09	150.11	149.00	149.78	2899	0	0
2017.05.17	147.58	148.60	144.43	144.98	6496	0	0
2017.05.18	144.63	148.09	144.44	147.75	6320	0	0
2017.05.19	148.37	149.33	147.92	148.07	4232	0	0
2017.05.22	148.06	148.50	147.60	148.18	3033	0	0
2017.05.23	148.43	148.71	147.16	147.86	3793	0	0
2017.05.24	148.49	150.14	148.29	150.02	4052	0	0
2017.05.25	150.24	152.50	149.89	151.98	4138	0	0
2017.05.26	152.08	152.16	151.07	151.93	3450	0	0
2017.05.30	151.70	152.83	151.59	152.36	3368	0	0
2017.05.31	152.71	153.29	151.04	151.37	4747	0	0
2017.06.01	151.69	152.23	150.31	151.35	4373	0	0
2017.06.02	151.74	153.49	151.24	153.38	3972	0	0
2017.06.05	153.58	154.65	153.34	153.73	3967	0	0
2017.06.06	153.43	154.47	152.44	152.81	3691	0	0
2017.06.07	153.28	153.70	152.29	153.11	4593	0	0
2017.06.08	154.00	154.66	153.05	154.62	4744	0	0
2017.06.09	154.46	155.54	146.55	149.30	11035	0	0
2017.06.12	147.68	149.14	144.53	148.32	12266	0	0
2017.06.13	150.18	151.13	148.85	150.50	6742	0	0
2017.06.14	151.23	152.35	149.00	150.10	7899	0	0
2017.06.15	147.92	149.89	146.24	149.62	7473	0	0
2017.06.16	149.46	150.68	148.45	150.51	6594	0	0
2017.06.19	151.88	153.45	151.65	152.62	5103	0	0
2017.06.20	152.70	153.71	152.09	152.22	5488	0	0
2017.06.21	152.15	153.96	151.77	153.89	5577	0	0
2017.06.22	153.43	154.43	152.79	153.35	4824	0	0
2017.06.23	152.89	155.08	152.82	154.87	4264	0	0
2017.06.26	156.17	156.42	153.13	153.47	6268	0	0
2017.06.27	152.44	153.24	150.33	150.55	7414	0	0
2017.06.28	151.25	153.40	149.81	153.37	5944	0	0
2017.06.29	152.16	152.36	148.85	151.16	9652	0	0
2017.06.30	151.44	151.78	150.01	151.22	5633	0	0
2017.07.03	151.72	152.03	147.69	148.26	4386	0	0
2017.07.05	148.76	150.73	148.02	150.30	6229	0	0
2017.07.06	148.91	149.92	147.91	148.95	6520	0	0
2017.07.07	149.15	151.88	149.07	151.55	4158	0	0
2017.07.10	151.47	153.88	151.42	153.50	4148	0	0
2017.07.11	152.98	155.33	152.81	155.13	5019	0	0
2017.07.12	156.30	159.08	156.10	158.87	4793	0	0
2017.07.13	158.54	159.68	158.34	159.26	4587	0	0
2017.07.14	159.76	160.24	159.24	159.91	2746	0	0
2017.07.17	160.11	160.71	158.74	159.47	4300	0	0
2017.07.18	159.83	163.66	159.35	162.70	5393	0	0
2017.07.19	163.35	165.63	163.10	163.79	5877	0	0
2017.07.20	164.79	164.92	162.74	164.47	5463	0	0
2017.07.21	163.70	164.98	163.68	164.32	4136	0	0
2017.07.24	164.55	166.08	164.22	165.91	4081	0	0
2017.07.25	164.94	165.45	163.78	165.10	4469	0	0
2017.07.26	165.84	165.86	164.02	165.29	4908	0	0
2017.07.28	169.42	173.40	169.36	172.48	7154	0	0
2017.07.31	171.91	172.68	168.55	169.13	7510	0	0
2017.08.01	169.92	170.46	169.05	169.70	5327	0	0
2017.08.02	170.39	170.70	166.92	169.24	7814	0	0
2017.08.03	169.25	169.69	168.29	168.51	5784	0	0
2017.08.04	168.90	170.04	168.68	169.48	5018	0	0
2017.08.07	169.91	171.97	169.66	171.95	4278	0	0
2017.08.08	172.05	173.04	170.62	171.18	5652	0	0
2017.08.09	169.85	171.35	169.47	171.05	6116	0	0
2017.08.10	169.65	170.46	166.79	167.32	9018	0	0
2017.08.11	167.70	168.72	166.73	168.16	6996	0	0
2017.08.14	169.93	170.97	169.19	170.75	5220	0	0
2017.08.15	171.29	171.29	169.96	170.99	5171	0	0
2017.08.16	171.17	171.21	169.14	169.90	5607	0	0
2017.08.17	169.33	169.76	166.77	167.09	7552	0	0
2017.08.18	166.79	168.57	166.10	167.44	7418	0	0
2017.08.21	167.10	167.91	165.76	167.63	6578	0	0
2017.08.22	168.29	169.77	167.09	169.67	5149	0	0
2017.08.23	168.59	169.25	168.12	168.79	5556	0	0
2017.08.24	168.80	169.20	166.33	167.73	6837	0	0
2017.08.25	167.93	168.25	166.11	166.32	5285	0	0
2017.08.28	166.68	167.61	166.25	167.05	5052	0	0
2017.08.29	165.04	168.35	164.91	167.96	5060	0	0
2017.08.30	167.98	170.09	167.59	169.89	4725	0	0
2017.08.31	170.32	172.06	169.98	171.70	4441	0	0
2017.09.01	172.31	172.84	171.24	172.07	4741	0	0
2017.09.05	171.21	172.30	169.49	170.70	6749	0	0
2017.09.06	170.60	172.47	169.56	172.14	5740	0	0
2017.09.07	171.87	173.24	170.28	173.08	6283	0	0
2017.09.08	172.82	173.39	170.74	170.91	4706	0	0
2017.09.11	172.21	173.79	172.15	173.42	4311	0	0
2017.09.12	173.70	173.88	171.72	172.81	5139	0	0
2017.09.13	172.95	173.11	172.01	173.07	4471	0	0
2017.09.14	172.12	172.12	170.45	170.96	4144	0	0
2017.09.15	170.75	172.26	170.21	171.45	4369	0	0
2017.09.18	171.71	171.99	169.29	170.15	4887	0	0
2017.09.19	170.56	172.46	170.30	172.46	5226	0	0
2017.09.20	172.43	172.96	170.65	172.15	6719	0	0
2017.09.21	171.61	172.16	169.94	171.17	5812	0	0
2017.09.22	170.26	171.65	169.14	170.44	4900	0	0
2017.09.25	169.13	169.17	161.47	162.66	11340	0	0
2017.09.26	164.44	165.39	162.69	164.13	8212	0	0
2017.09.27	165.72	168.23	165.45	167.76	6042	0	0
2017.09.28	167.80	168.93	167.04	168.53	6089	0	0
2017.09.29	168.77	171.56	168.71	170.79	5040	0	0
2017.10.02	171.29	171.78	168.66	169.54	5830	0	0
2017.10.03	169.10	170.63	169.10	169.84	4616	0	0
2017.10.04	169.60	170.58	168.25	168.29	5298	0	0
2017.10.05	168.84	171.10	168.53	171.07	5725	0	0
2017.10.06	169.96	172.20	169.68	172.17	5282	0	0
2017.10.09	172.59	174.78	171.94	172.44	6234	0	0
2017.10.10	172.93	173.03	170.74	171.32	5720	0	0
2017.10.11	171.88	172.71	171.31	172.63	4873	0	0
2017.10.12	172.50	173.75	172.21	172.50	4902	0	0
2017.10.13	173.05	174.58	173.05	173.76	4660	0	0
2017.10.16	174.37	174.92	174.01	174.37	4519	0	0
2017.10.17	174.66	175.90	174.33	175.83	5032	0	0
2017.10.18	176.52	176.57	175.70	175.85	3947	0	0
2017.10.19	174.59	174.76	172.57	174.31	5672	0	0
2017.10.20	175.49	175.80	174.57	174.61	3744	0	0
2017.10.23	175.10	175.27	171.19	171.24	5200	0	0
2017.10.24	172.21	173.16	171.43	172.17	4915	0	0
2017.10.25	171.54	172.16	168.82	170.32	7114	0	0
2017.10.26	171.66	172.19	170.31	171.00	5494	0	0
2017.10.27	174.04	178.11	173.81	177.65	7330	0	0
2017.10.30	179.22	180.57	177.52	179.89	7400	0	0
2017.10.31	180.46	180.53	178.90	180.01	4655	0	0
2017.11.01	182.21	182.75	180.38	182.45	7769	0	0
2017.11.02	180.72	181.77	177.24	178.59	10443	0	0
2017.11.03	179.16	179.77	176.62	178.78	6368	0	0
2017.11.06	178.50	180.24	178.25	180.11	4866	0	0
2017.11.07	180.35	180.61	178.86	180.01	5597	0	0
2017.11.08	179.69	180.21	179.02	179.39	4091	0	0
2017.11.09	178.35	179.18	177.02	179.18	7209	0	0
2017.11.10	177.98	178.99	177.91	178.46	4737	0	0
2017.11.13	177.42	178.93	177.24	178.51	4442	0	0
